Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Label,Churn Score,Churn Category,Churn Reason
4822-LPTYJ,MALE,38.0,Yes,No,0.0,United States,California,Los Angeles,90021.0,34.029043,-118.239504,3012.0,Q3,Yes,8.0,72.0,None,YES,16.5,Yes,FIBER OPTIC,22.0,No,Yes,Yes,No,YES,Yes,Yes,0,0,1,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0.0,130.0,1188.0,8664.2,Stayed,No,45.0,,
8165-CBKXO,Male,35.0,Yes,Yes,3.0,united states,CALIFORNIA,los angeles,90022.0,34.02381,-118.156582,68701.0,q3,Yes,4.0,66.0,NONE,NO,0.0,No,Cable,25.0,No,Yes,YES,No,Yes,yes,yes,0,0,0,yes,two year,Yes,credit card,56.75,3708.4,0.0,0.0,0.0,3708.4,Stayed,NO,46.0,,
6527-PZFPV,male,19.0,Yes,Yes,2.0,UNITED STATES,California,Los Angeles,90023.0,34.017697,-118.200577,47487.0,Q3,Yes,5040.0,24.0,offer c,Yes,25.84,No,None,0.0,No,No,No,No,No,NO,no,0,0,2,no,One Year,yes,Credit Card,20.8,469.65,0.0,0.0,620.16,1089.81,stayed,No,48.0,,
9593-CVZKR,Female,20.0,Yes,Yes,2.0,United States,California,Los Angeles,90025.0,34.046174,-118.446333,41175.0,Q3,Yes,2.0,56.0,OFFER B,Yes,31.53,Yes,none,0.0,No,No,no,No,No,No,NO,3,0,0,no,Two Year,Yes,CREDIT CARD,24.45,1385.85,0.0,,1765.68,3151.53,Stayed,No,52.0,,
5236-XMZJY,FEMALE,27.0,No,no,0.0,United States,california,Los Angeles,90031.0,34.085807,-118.206617,38415.0,Q3,No,0.0,42.0,Offer B,yes,22.08,NO,Cable,26.0,YES,Yes,Yes,No,no,NO,No,0,0,0,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0.0,0.0,927.36,3463.91,STAYED,No,80.0,,
4827-DPADN,FEMALE,28.0,Yes,YES,,UNITED STATES,California,Los Angeles,90032.0,34.078821,-118.177576,46960.0,Q3,Yes,3.0,72.0,NONE,Yes,24.48,Yes,cable,69.0,yes,NO,Yes,yes,Yes,yes,yes,0,2,0,NO,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0.0,,1762.56,7885.26,Stayed,no,61.0,,
2694-CIUMO,Female,47.0,No,no,0.0,united states,California,Los Angeles,90033.0,34.050198,-118.210946,49431.0,Q3,No,0.0,12.0,Offer D,Yes,21.93,YES,fiber optic,16.0,No,No,No,Yes,No,No,No,3,0,1,yes,Month-to-Month,yes,Credit Card,79.55,958.25,0.0,0.0,263.16,1221.41,Stayed,NO,62.0,,
5846-ABOBJ,Male,24.0,Yes,No,0.0,UNITED STATES,CALIFORNIA,Los Angeles,90034.0,34.030578,-118.399613,58218.0,Q3,yes,2.0,71.0,None,yes,33.61,yes,None,0.0,No,no,No,No,no,NO,no,0,0,0,No,Two Year,NO,Bank Withdrawal,24.45,1730.65,0.0,0.0,2386.31,4116.96,Stayed,NO,72.0,,
1439-LCGVL,female,42.0,yes,No,0.0,united states,CALIFORNIA,Los Angeles,90035.0,34.051809,-118.383843,27799.0,q3,Yes,10.0,26.0,Offer C,Yes,1.75,no,None,0.0,no,no,No,NO,No,No,No,0,2,0,NO,One Year,No,Credit Card,19.2,459.6,0.0,0.0,45.5,505.1,Stayed,no,39.0,,
0909-sdhnu,Female,33.0,NO,Yes,2.0,United States,california,Los Angeles,90036.0,34.070291,-118.349191,32901.0,Q3,No,0.0,7.0,None,No,0.0,NO,Cable,19.0,Yes,no,no,No,NO,no,No,0,0,2,Yes,Month-to-Month,No,Credit Card,29.8,201.95,0.0,0.0,0.0,201.95,Stayed,No,56.0,,
4647-XXZAM,female,41.0,Yes,Yes,1.0,United States,California,Los Angeles,90037.0,34.002642,-118.287596,56709.0,Q3,Yes,1.0,6.0,None,Yes,29.41,No,DSL,29.0,No,No,No,No,no,no,No,1,0,0,Yes,Month-to-Month,No,Credit Card,45.5,285.2,0.0,0.0,176.46,461.66,Stayed,No,51.0,,
7740-KKCXF,male,61.0,Yes,No,0.0,UNITED STATES,California,LOS ANGELES,90039.0,34.110845,-118.259595,29310.0,Q3,YES,9.0,51.0,None,NO,0.0,No,dsl,6.0,NO,Yes,NO,no,no,No,No,0,2,0,YES,Month-to-Month,yes,credit card,30.05,1529.45,0.0,0.0,0.0,1529.45,Stayed,No,21.0,,
5360-xgyaz,Male,32.0,Yes,yes,1.0,UNITED STATES,California,Los Angeles,90040.0,33.994524,-118.149953,9805.0,Q3,Yes,1.0,72.0,None,NO,0.0,No,DSL,16.0,Yes,Yes,Yes,yes,Yes,yes,yes,0,0,0,No,Two Year,Yes,Bank Withdrawal,65.65,4664.5,0.0,60.0,0.0,4724.5,Stayed,NO,47.0,,
3557-HTYWR,Female,56.0,No,NO,0.0,united states,California,Los Angeles,90043.0,33.988543,-118.334081,44764.0,Q3,No,0.0,47.0,NONE,Yes,45.67,Yes,DSL,3.0,Yes,YES,No,yes,no,Yes,Yes,0,0,0,Yes,TWO YEAR,no,Credit Card,74.05,3496.3,0.0,0.0,2146.49,5642.790000000001,Stayed,No,75.0,,
1699-tldlz,Female,44.0,Yes,Yes,2.0,United States,CALIFORNIA,Los Angeles,90046.0,34.108455,-118.362081,49839.0,Q3,yes,10.0,16.0,offer d,Yes,7.14,No,NONE,5014.0,No,No,NO,NO,No,NO,NO,0,0,0,NO,Two Year,No,credit card,19.7,301.55,0.0,0.0,114.24,415.79,Stayed,No,43.0,,
5600-PDUJF,Male,60.0,no,No,0.0,United States,CALIFORNIA,los angeles,90047.0,33.958149,-118.308441,47107.0,Q3,No,0.0,6.0,None,Yes,26.76,no,DSL,22.0,No,No,No,YES,No,No,No,0,0,0,Yes,month-to-month,Yes,Credit Card,49.5,312.7,0.0,0.0,160.56,473.26,Stayed,No,75.0,,
0567-XRHCU,Female,19.0,Yes,YES,1.0,United States,California,Los Angeles,90049.0,34.091829,-118.491244,33523.0,Q3,YES,7.0,69.0,None,no,0.0,NO,DSL,59.0,YES,No,Yes,No,no,Yes,Yes,3,0,0,Yes,Two Year,Yes,credit card,43.95,2960.1,0.0,0.0,0.0,2960.1,STAYED,no,73.0,,
2067-QYTCF,female,41.0,Yes,No,0.0,united states,California,Los Angeles,90057.0,34.061918,-118.277939,44004.0,q3,YES,4.0,64.0,None,Yes,8.6,YES,Fiber Optic,21.0,No,Yes,Yes,Yes,Yes,Yes,yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,111.15,6953.4,0.0,0.0,550.4,7503.799999999999,Stayed,no,55.0,,
7407-SUJIZ,MALE,33.0,no,no,0.0,united states,california,los angeles,90061.0,33.92128,-118.274186,24511.0,Q3,No,0.0,25.0,Offer C,Yes,13.36,No,NONE,0.0,no,No,No,No,No,NO,No,0,0,1,No,Month-to-Month,No,Credit Card,20.6,541.5,0.0,0.0,334.0,875.5,STAYED,No,50.0,,
9150-KPBJQ,FEMALE,43.0,No,No,0.0,United States,california,Los Angeles,90062.0,34.003553,-118.308933,29299.0,Q3,NO,0.0,6.0,None,Yes,29.09,No,NONE,0.0,No,no,NO,No,No,NO,no,2,2,0,No,Two Year,No,Credit Card,19.65,116.85,0.0,0.0,174.54,291.39,Stayed,no,27.0,,
0052-DCKON,Male,28.0,YES,No,0.0,United States,California,los angeles,90063.0,34.044271,-118.185237,55668.0,Q3,YES,9.0,66.0,None,Yes,43.77,Yes,Fiber Optic,41.0,YES,yes,yes,YES,Yes,Yes,Yes,0,0,0,Yes,One Year,No,Bank Withdrawal,115.8,16652.15,0.0,0.0,2888.82,10830.97,Stayed,No,42.0,,
3654-ARMGP,Female,60.0,NO,No,0.0,United States,CALIFORNIA,Los Angeles,90064.0,34.037251,-118.423573,24505.0,Q3,No,0.0,61.0,None,Yes,19.58,Yes,DSL,22.0,NO,Yes,Yes,Yes,yes,Yes,Yes,0,0,0,Yes,two year,No,Credit Card,88.65,5321.25,0.0,0.0,1194.38,6515.63,Stayed,No,79.0,,
9367-TCUYN,Female,25.0,no,No,0.0,United States,California,Los Angeles,90066.0,34.002028,-118.430656,55204.0,q3,no,0.0,12.0,Offer D,Yes,8.82,No,none,0.0,no,NO,NO,NO,No,No,No,0,0,0,NO,Month-to-Month,No,CREDIT CARD,20.1,223.6,0.0,0.0,105.84,329.44,Stayed,No,32.0,,
0708-SJDIS,Female,32.0,NO,no,0.0,united states,CALIFORNIA,west hollywood,90069.0,34.093781,-118.381061,20408.0,Q3,no,0.0,34.0,offer c,Yes,45.28,Yes,Cable,27.0,No,No,no,yes,Yes,No,NO,0,0,0,Yes,MONTH-TO-MONTH,No,CREDIT CARD,65.0,2157.5,0.0,0.0,1539.52,3697.02,Stayed,No,55.0,,
2073-qbvbi,FEMALE,59.0,Yes,No,0.0,UNITED STATES,California,Los Angeles,90077.0,34.102084,-118.451629,10470.0,q3,yes,10.0,41.0,None,No,0.0,NO,Cable,17.0,No,YES,No,yes,no,No,No,0,0,0,YES,ONE YEAR,No,Credit Card,35.45,1391.65,0.0,0.0,0.0,1391.65,stayed,No,80.0,,
6928-ONTRW,female,53.0,Yes,Yes,1.0,UNITED STATES,California,Bell,90201.0,33.970343,-118.171368,105285.0,Q3,yes,9.0,72.0,none,Yes,48.04,no,None,0.0,No,No,No,NO,No,No,no,1,0,0,NO,two year,no,CREDIT CARD,19.7,1379.8,0.0,0.0,3458.88,4838.68,stayed,No,33.0,,
5231-fiqpa,Female,53.0,NO,no,0.0,United States,California,Beverly Hills,90211.0,34.063947,-118.383001,8321.0,Q3,NO,0.0,41.0,None,Yes,2.32,No,None,0.0,NO,NO,No,No,No,No,NO,0,0,1,No,TWO YEAR,YES,Credit Card,19.85,810.45,0.0,0.0,95.12,905.57,Stayed,No,40.0,,
6617-wlbqc,FEMALE,51.0,Yes,Yes,4518.0,United States,california,Beverly Hills,90212.0,34.062095,-118.401508,11355.0,Q3,Yes,3.0,23.0,OFFER D,Yes,5.7,Yes,FIBER OPTIC,30.0,Yes,no,No,NO,no,No,no,0,0,3,YES,One Year,No,credit card,81.85,1810.85,0.0,0.0,131.1,1941.95,Stayed,no,80.0,,
2599-CIPQE,male,36.0,Yes,yes,3.0,United States,California,Compton,90220.0,33.88151,-118.234451,47305.0,Q3,Yes,4.0,71.0,None,YES,28.47,No,fiber optic,57.0,YES,Yes,YES,YES,Yes,Yes,Yes,3,1,0,NO,TWO YEAR,no,credit card,109.3,7782.85,0.0,70.0,2021.37,9874.22,Stayed,NO,61.0,,
8774-GSBUN,Male,40.0,yes,No,0.0,United States,California,Compton,90222.0,33.912246,-118.236773,29825.0,q3,Yes,8.0,72.0,None,Yes,4.15,yes,NONE,0.0,No,No,No,No,No,NO,No,0,1,0,No,two year,NO,Credit Card,25.4,1797.1,0.0,0.0,298.8,2095.9,Stayed,NO,46.0,,
7326-rigqz,MALE,48.0,Yes,Yes,3.0,United States,CALIFORNIA,Culver City,90230.0,33.993991,-118.39704,31963.0,Q3,Yes,9.0,6.0,none,Yes,38.5,NO,Fiber Optic,20.0,no,NO,No,No,No,no,No,0,0,0,YES,MONTH-TO-MONTH,yes,Bank Withdrawal,69.8,377.85,0.0,0.0,231.0,608.85,Stayed,No,62.0,,
1401-FTHFQ,Male,64.0,Yes,Yes,1.0,united states,California,CULVER CITY,90232.0,34.019323,-118.391902,15195.0,Q3,yes,2.0,23.0,Offer D,Yes,24.22,No,None,0.0,No,no,no,no,NO,no,no,0,0,0,No,ONE YEAR,yes,Credit Card,20.0,445.3,0.0,0.0,557.06,1002.36,stayed,no,62.0,,
0254-FNMCI,FEMALE,19.0,No,no,,United States,California,Downey,90241.0,33.940884,-118.128628,40152.0,Q3,no,0.0,72.0,none,Yes,41.91,no,FIBER OPTIC,73.0,Yes,Yes,Yes,Yes,yes,YES,yes,0,0,0,Yes,Two Year,yes,BANK WITHDRAWAL,109.9,7624.2,0.0,0.0,3017.5199999999995,10641.72,Stayed,No,37.0,,
1848-LBZHY,female,19.0,Yes,no,0.0,United States,california,Downey,90242.0,33.921793,-118.140588,42459.0,Q3,Yes,7.0,7.0,none,Yes,33.24,NO,dsl,53.0,YES,No,No,no,No,No,No,0,0,0,Yes,month-to-month,YES,Bank Withdrawal,50.3,355.1,0.0,0.0,232.68,587.78,Stayed,no,42.0,,
8118-TJAFG,Male,33.0,Yes,Yes,1.0,United States,California,Gardena,90247.0,33.890853,-118.297967,47758.0,Q3,Yes,1.0,9.0,None,Yes,36.94,No,Fiber Optic,16.0,NO,Yes,No,yes,Yes,Yes,yes,0,2,0,Yes,Month-to-Month,YES,Bank Withdrawal,101.5,906.85,0.0,0.0,332.46,1239.31,STAYED,No,60.0,,
5429-LWCMV,Female,52.0,No,no,0.0,United States,CALIFORNIA,Gardena,90248.0,33.876482,-118.284077,9960.0,q3,No,0.0,12.0,OFFER D,Yes,34.73,Yes,Fiber Optic,6.0,No,Yes,NO,No,No,YES,Yes,2,3,0,no,MONTH-TO-MONTH,Yes,Bank Withdrawal,89.15,1057.55,0.0,70.0,416.76,1544.31,Stayed,No,80.0,,
7298-IZWLY,Female,43.0,NO,No,0.0,United States,California,Gardena,90249.0,33.90139,-118.315697,26442.0,Q3,No,0.0,1.0,None,yes,23.97,no,none,0.0,no,No,No,no,No,NO,no,3,0,0,No,Month-to-Month,Yes,CREDIT CARD,19.4,19.4,0.0,0.0,23.97,43.37,Joined,No,25.0,,
3955-JBZZM,Male,45.0,No,No,0.0,united states,California,Hermosa Beach,90254.0,33.86532,-118.396336,18693.0,Q3,no,0.0,20.0,Offer D,Yes,45.39,No,fiber optic,24.0,No,No,No,No,Yes,no,No,0,0,0,Yes,Month-to-Month,No,Bank Withdrawal,78.8,1641.3,0.0,0.0,907.8,2549.1,stayed,NO,80.0,,
4815-TUMEQ,Female,25.0,No,No,0.0,UNITED STATES,California,Lynwood,90262.0,33.923573,-118.200669,69850.0,Q3,No,0.0,10.0,Offer D,YES,45.42,No,None,0.0,NO,No,no,NO,No,no,No,0,2,1,No,one year,Yes,Credit Card,19.3,185.2,0.0,0.0,454.2000000000001,639.4000000000001,Stayed,no,38.0,,
9909-idlek,Male,32.0,yes,Yes,3.0,United States,California,Malibu,90265.0,34.074572,-118.831181,19630.0,Q3,YES,7.0,20.0,Offer D,Yes,42.06,Yes,fiber optic,23.0,no,Yes,No,Yes,Yes,No,No,0,0,0,Yes,Month-to-Month,No,CREDIT CARD,10001.8,1826.7,0.0,0.0,841.2,2667.9,Stayed,no,26.0,,
4092-ofqzs,Male,27.0,YES,No,0.0,UNITED STATES,CALIFORNIA,Manhattan Beach,90266.0,33.889632,-118.39737,33758.0,q3,yes,7650.0,20.0,OFFER D,yes,46.47,No,None,0.0,No,no,No,no,no,No,no,0,0,0,No,One Year,No,credit card,20.65,417.5,1301.0,0.0,929.4,1346.9,Stayed,No,40.0,,
1561-BWHIN,male,33.0,Yes,YES,1.0,United States,california,Maywood,90270.0,33.988572,-118.186565,28094.0,Q3,yes,1.0,19.0,Offer D,Yes,13.13,NO,None,0.0,No,No,no,No,No,No,No,0,0,0,no,One Year,No,credit card,19.8,344.5,0.0,0.0,249.47000000000003,593.97,STAYED,No,27.0,,
9927-DSWDF,Male,53.0,Yes,no,0.0,United States,CALIFORNIA,Palos Verdes Peninsula,90274.0,33.788208,-118.404955,24979.0,Q3,YES,1.0,22.0,Offer D,Yes,49.66,No,FIBER OPTIC,3.0,Yes,yes,No,yes,YES,Yes,yes,0,0,0,Yes,month-to-month,Yes,BANK WITHDRAWAL,6362.6,2180.55,0.0,0.0,1092.52,3273.07,Stayed,No,68.0,,
9500-LTVBP,FEMALE,63.0,No,No,0.0,UNITED STATES,California,Rancho Palos Verdes,90275.0,33.753146,-118.367459,41263.0,q3,NO,7556.0,35.0,Offer C,Yes,13.14,Yes,FIBER OPTIC,6.0,No,No,no,Yes,No,No,No,0,0,0,yes,Month-to-Month,No,Credit Card,80.05,2835.9,0.0,0.0,459.9,3295.8,stayed,no,31.0,,
7252-NTGSS,Female,43.0,No,no,0.0,United States,california,REDONDO BEACH,90277.0,33.830453,,34191.0,Q3,NO,0.0,1.0,NONE,yes,42.34,No,DSL,10.0,No,No,No,No,NO,No,No,2,2,0,yes,MONTH-TO-MONTH,No,CREDIT CARD,45.15,45.15,0.0,0.0,42.34,87.49000000000001,Joined,No,48.0,,
8149-AIQCG,MALE,43.0,No,No,0.0,United States,California,REDONDO BEACH,90278.0,33.873395,-118.37019,37322.0,Q3,No,0.0,39.0,OFFER C,Yes,8.69,Yes,Fiber Optic,24.0,No,NO,No,NO,NO,No,No,0,0,0,Yes,Month-to-Month,yes,Credit Card,73.15,2730.85,0.0,0.0,338.91,3069.76,Stayed,No,62.0,,
0899-WZRSD,male,31.0,No,no,0.0,UNITED STATES,california,marina del rey,90292.0,33.977468,-118.445475,18058.0,q3,No,0.0,56.0,None,Yes,37.99,Yes,Fiber Optic,24.0,yes,No,NO,Yes,Yes,Yes,Yes,0,0,2,YES,Month-to-Month,Yes,credit card,105.35,5794.45,0.0,0.0,2127.44,7921.889999999999,Stayed,No,31.0,,
3255-grxmg,Male,58.0,No,Yes,2.0,United States,california,PLAYA DEL REY,90293.0,33.947305,-118.439841,11264.0,Q3,No,0.0,18.0,Offer D,Yes,34.07,No,DSL,28.0,No,no,No,No,No,No,NO,0,0,0,no,Month-to-Month,yes,credit card,45.65,747.2,0.0,40.0,613.26,1400.46,STAYED,No,75.0,,
4828-FAZPK,female,30.0,Yes,Yes,2.0,United States,california,Inglewood,90301.0,33.956445,-118.358634,37527.0,Q3,Yes,1.0,16.0,Offer D,Yes,49.85,yes,Fiber Optic,69.0,No,YES,NO,No,No,NO,No,3,0,0,Yes,month-to-month,yes,Credit Card,79.95,1267.95,0.0,0.0,797.6,2065.55,Stayed,No,65.0,,
6094-ZIVKX,Female,45.0,No,NO,0.0,United States,California,Inglewood,90302.0,33.975332,-118.355252,30779.0,Q3,No,0.0,68.0,offer a,Yes,17.41,NO,cable,27.0,Yes,No,Yes,No,No,no,No,0,3,0,Yes,one year,Yes,Credit Card,54.45,3674.95,0.0,0.0,1183.88,4858.83,Stayed,NO,45.0,,
3262-EIDHV,Female,46.0,Yes,Yes,1.0,united states,California,Inglewood,90304.0,33.936827,-118.359824,28680.0,Q3,yes,1.0,72.0,Offer A,Yes,24.9,Yes,DSL,19.0,Yes,no,Yes,Yes,yes,Yes,Yes,0,0,0,Yes,Two Year,No,Credit Card,84.7,5893.9,0.0,0.0,1792.8,7686.7,Stayed,No,49.0,,
7354-oijlx,Male,52.0,No,No,0.0,United States,California,Inglewood,90305.0,33.958134,-118.330905,19893.0,q3,No,0.0,9.0,Offer E,yes,7.32,Yes,FIBER OPTIC,11.0,No,No,no,no,No,NO,No,0,0,0,Yes,MONTH-TO-MONTH,yes,Bank Withdrawal,75.85,1757.65,0.0,0.0,65.88,790.53,STAYED,No,70.0,,
1376-hhbdv,Female,37.0,no,No,0.0,United States,CALIFORNIA,santa monica,90401.0,34.015481,-118.493231,5221.0,Q3,No,0.0,30.0,offer c,YES,10.74,No,dsl,6171.0,Yes,No,No,No,no,No,No,3,0,0,yes,Month-to-Month,Yes,credit card,48.8,1536.75,0.0,0.0,322.2,1858.95,Stayed,no,71.0,,
6133-ozile,Female,45.0,no,No,0.0,united states,California,SANTA MONICA,90403.0,34.031529,-118.491156,23559.0,Q3,No,0.0,18.0,Offer D,No,0.0,No,dsl,11.0,No,No,YES,Yes,No,No,NO,0,0,0,No,month-to-month,Yes,Bank Withdrawal,35.2,607.3,0.0,50.0,0.0,657.3,Stayed,No,32.0,,
7191-adrgf,Male,63.0,Yes,no,0.0,united states,California,TORRANCE,90504.0,33.867257,-118.330794,31678.0,Q3,Yes,,44.0,NONE,No,0.0,no,Cable,18.0,No,YES,Yes,no,Yes,YES,Yes,0,1,2,YES,Two Year,no,Bank Withdrawal,54.3,,0.0,0.0,0.0,2390.45,Stayed,No,64.0,,
5018-LXQQG,Female,47.0,yes,Yes,2.0,United States,california,Torrance,90505.0,33.807882,-118.347957,34873.0,q3,Yes,1.0,30.0,Offer C,YES,16.48,No,DSL,17.0,Yes,No,No,YES,No,Yes,Yes,2,0,1,Yes,month-to-month,No,Bank Withdrawal,66.3,1923.5,0.0,0.0,494.4,2417.9,stayed,No,80.0,,
6892-BOGQE,Female,44.0,yes,no,0.0,United States,california,Whittier,90601.0,34.007353,-118.033683,32050.0,q3,NO,0.0,71.0,Offer A,Yes,14.91,NO,None,0.0,no,no,No,No,No,NO,No,0,0,2,No,Two Year,Yes,BANK WITHDRAWAL,20.9,1493.2,0.0,0.0,1058.61,2551.81,stayed,No,53.0,,
1746-TGTWV,Male,32.0,YES,no,0.0,United States,California,WHITTIER,90604.0,33.929704,-118.01208,37887.0,Q3,Yes,1.0,1.0,OFFER E,Yes,38.89,No,Fiber Optic,9.0,no,No,Yes,No,No,No,No,0,0,3,Yes,Month-to-Month,NO,Credit Card,75.35,75.35,0.0,0.0,38.89,114.24,JOINED,No,70.0,,
8050-WYBND,FEMALE,55.0,No,Yes,2.0,United States,CALIFORNIA,Whittier,90606.0,33.976678,-118.065875,32148.0,Q3,No,0.0,22.0,none,No,0.0,No,DSL,29.0,No,NO,yes,No,Yes,Yes,Yes,2,1,0,Yes,One Year,yes,Credit Card,49.45,1031.4,0.0,0.0,0.0,1031.4,stayed,NO,28.0,,
2821-WARNZ,Female,25.0,No,YES,1.0,united states,california,Buena Park,90620.0,33.845706,-118.012204,44442.0,Q3,no,0.0,49.0,None,Yes,45.64,NO,None,0.0,No,no,No,No,No,No,no,1,0,3,No,ONE YEAR,no,Credit Card,19.45,921.3,0.0,0.0,2236.36,3157.66,Stayed,no,34.0,,
4879-GZLFH,female,33.0,Yes,Yes,3.0,united states,California,Buena Park,90621.0,33.874224,-117.993368,33528.0,Q3,YES,10.0,42.0,None,Yes,17.75,No,FIBER OPTIC,53.0,No,no,Yes,no,Yes,YES,yes,3,0,0,yes,month-to-month,Yes,Bank Withdrawal,92.15,3875.4,0.0,0.0,745.5,4620.9,Stayed,no,33.0,,
8314-HTWVE,Female,38.0,Yes,Yes,1.0,United States,california,Cypress,90630.0,33.818477,-118.038307,47344.0,Q3,Yes,2.0,7.0,Offer E,Yes,35.26,NO,none,0.0,No,No,No,No,No,No,No,0,0,0,NO,Two Year,No,Credit Card,19.85,144.15,0.0,0.0,246.82,390.97,Stayed,No,60.0,,
9402-ROUMJ,FEMALE,52.0,YES,Yes,3.0,united states,California,La Habra,90631.0,33.940619,-117.9513,67354.0,Q3,Yes,10.0,67.0,Offer A,yes,3.04,Yes,FIBER OPTIC,30.0,Yes,No,Yes,YES,NO,Yes,Yes,0,3,0,Yes,One Year,YES,bank withdrawal,100.25,6689.0,0.0,0.0,203.68,6892.68,STAYED,No,64.0,,
2507-QZPQS,male,24.0,No,No,0.0,United States,CALIFORNIA,La Mirada,90638.0,33.902045,-118.008961,47568.0,Q3,no,0.0,15.0,none,yes,9.97,YES,fiber optic,47.0,no,Yes,NO,YES,No,Yes,yes,0,3,0,Yes,MONTH-TO-MONTH,No,bank withdrawal,95.7,1451.1,0.0,0.0,149.55,1600.65,Stayed,No,23.0,,
7159-NOKYQ,Male,42.0,YES,No,0.0,UNITED STATES,california,Montebello,90640.0,34.015217,-118.109962,62425.0,Q3,Yes,5.0,67.0,OFFER A,Yes,17.4,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,yes,yes,0,0,0,No,Two Year,YES,Bank Withdrawal,93.15,6368.2,0.0,90.0,1165.8,7624.0,Stayed,No,59.0,,
5707-zmdjp,Male,61.0,Yes,yes,2.0,United States,california,norwalk,90650.0,33.905963,-118.08263,103214.0,Q3,yes,3.0,53.0,None,YES,31.69,No,dsl,16.0,Yes,Yes,NO,YES,YES,NO,No,0,1,0,yes,two year,Yes,Credit Card,69.7,3729.6,0.0,0.0,1679.5700000000002,5409.17,Stayed,NO,27.0,,
8779-yiqqa,Male,38.0,Yes,Yes,1.0,United States,CALIFORNIA,Pico Rivera,90660.0,33.989524,-118.089299,63288.0,Q3,yes,10.0,21.0,none,Yes,18.0,No,None,0.0,No,No,No,No,NO,no,No,1,0,0,NO,One Year,no,Credit Card,19.8,350.1,0.0,0.0,378.0,728.1,stayed,No,47.0,,
7136-IHZJA,female,30.0,YES,YES,2.0,United States,California,Santa Fe Springs,90670.0,33.933565,-118.062611,16271.0,Q3,Yes,4.0,40.0,NONE,Yes,29.14,No,DSL,48.0,Yes,Yes,NO,YES,No,Yes,Yes,0,1,0,Yes,Month-to-Month,Yes,Credit Card,71.35,2847.2,0.0,0.0,1165.6,4012.8,stayed,no,43.0,,
8966-OIQHG,female,49.0,Yes,yes,2.0,United States,California,Stanton,90680.0,33.801869,-117.995068,29694.0,q3,Yes,8.0,22.0,None,Yes,9692.35,No,None,0.0,No,No,No,No,No,NO,No,0,0,2,NO,one year,No,Bank Withdrawal,20.75,452.35,0.0,0.0,997.7,1450.0500000000002,Stayed,NO,59.0,,
7074-stdcn,MALE,25.0,No,No,0.0,united states,California,Artesia,90701.0,33.867593,-118.080637,16398.0,Q3,No,0.0,39.0,Offer C,no,0.0,No,Cable,26.0,No,no,No,Yes,No,Yes,Yes,3,0,0,Yes,MONTH-TO-MONTH,Yes,bank withdrawal,40.6,1494.5,0.0,0.0,0.0,1494.5,stayed,No,58.0,,
8739-QOTTN,Female,35.0,Yes,No,0.0,United States,California,Avalon,90704.0,33.391181,-118.421305,3699.0,Q3,Yes,3.0,2.0,Offer E,Yes,5.42,No,None,0.0,no,NO,No,No,No,No,No,2,0,0,No,Month-to-Month,no,Credit Card,20.35,41.85,0.0,0.0,10.84,52.69,Joined,No,74.0,,
1399-oupjn,female,43.0,Yes,yes,2.0,United States,California,Bellflower,90706.0,33.887676,-118.127289,72893.0,Q3,Yes,3.0,57.0,None,Yes,12.26,No,none,0.0,NO,No,No,No,NO,no,NO,0,0,0,No,Two Year,NO,Bank Withdrawal,19.75,1272.05,0.0,0.0,698.8199999999999,1970.87,Stayed,no,80.0,,
0277-BKSQP,MALE,49.0,yes,Yes,3.0,United States,California,Harbor City,90710.0,33.798266,-118.300237,24660.0,q3,yes,10.0,8.0,Offer E,Yes,1.56,No,DSL,57.0,NO,No,No,No,Yes,No,no,0,0,0,Yes,month-to-month,Yes,Bank Withdrawal,54.4,475.1,0.0,0.0,12.48,487.58,stayed,No,62.0,,
5774-XZTQC,Female,30.0,Yes,Yes,1.0,United States,California,lakewood,90715.0,33.841027,-118.078097,20890.0,q3,yes,3.0,7.0,offer e,YES,5.84,No,None,0.0,No,No,No,no,No,NO,No,0,0,0,NO,Month-to-Month,No,Credit Card,20.45,150.75,0.0,0.0,40.88,191.63,STAYED,No,75.0,,
2676-SSLTO,Male,49.0,No,no,0.0,United States,CALIFORNIA,Hawaiian Gardens,90716.0,33.830431,-118.074071,14852.0,Q3,No,0.0,49.0,NONE,yes,17.77,yes,dsl,13.0,No,NO,no,Yes,Yes,No,no,2,0,0,YES,Two Year,Yes,Bank Withdrawal,66.15,3199.0,0.0,0.0,870.73,4069.73,STAYED,No,33.0,,
